Platz,Pl.AK,Name,Startnr.,Verein/Team,AK,Finish,Year,Finish_Minutes
245,14,"Höft, Sören (GER)",1500,–,45-49,1900-01-01 02:51:44,2023,171.73333333333332
246,15,"Grießbach, Denis (GER)",1297,A3K-Berlin,45-49,1900-01-01 02:51:47,2023,171.78333333333333
247,43,"Schläger, Simon (GER)",2195,–,<30,1900-01-01 02:51:53,2023,171.88333333333333
248,62,"Goller, Markus (ITA)",1358,–,35-39,1900-01-01 02:51:54,2023,171.9
249,8,"Cavallucci, Mario (GER)",2315,–,50-54,1900-01-01 02:52:00,2023,172.0
250,42,"Meyer, Tino (GER)",1307,Dresden,40-44,1900-01-01 02:52:02,2023,172.03333333333333
251,63,"Tonnarelli, Francesco (ITA)",1599,Tonno Subito Running Club,35-39,1900-01-01 02:52:02,2023,172.03333333333333
252,77,"Ginder, Simon (GER)",1131,Läuferclub Buchendorf,30-34,1900-01-01 02:52:03,2023,172.05
253,78,"Bennedsen, Andreas (DEN)",2370,–,30-34,1900-01-01 02:52:08,2023,172.13333333333333
254,44,"Baumgartner, Florian (AUT)",1351,–,<30,1900-01-01 02:52:09,2023,172.15
255,16,"Schindl, David (SUI)",1448,David Schindl,45-49,1900-01-01 02:52:15,2023,172.25
256,64,"Stöttner, Matthias (GER)",1590,Nussbaum Runner's,35-39,1900-01-01 02:52:17,2023,172.28333333333333
257,43,"Solarski, Sergiusz (POL)",1458,Kruczkowski Team Polska,40-44,1900-01-01 02:52:26,2023,172.43333333333334
258,65,"Schindehütte, Dominik (GER)",1293,LSG Zierenberg,35-39,1900-01-01 02:52:27,2023,172.45
259,44,"Reichert, Steffen (GER)",1296,–,40-44,1900-01-01 02:52:37,2023,172.61666666666667
260,66,"Bruhn, Tobias (GER)",1295,–,35-39,1900-01-01 02:52:38,2023,172.63333333333333
261,67,"Kämper, Jan-Hinrich (GER)",2352,–,35-39,1900-01-01 02:52:39,2023,172.65
262,17,"Dr. Soblik, Hanns (GER)",1261,–,45-49,1900-01-01 02:52:40,2023,172.66666666666666
263,45,"Hartwig, Tristan (GER)",2027,Absolute Run Augsburg,<30,1900-01-01 02:52:42,2023,172.7
264,68,"Rohde, Bastian (GER)",1281,SV Nordenham,35-39,1900-01-01 02:52:50,2023,172.83333333333334
265,46,"Deckarm, Nico (GER)",1207,nextgendingmad,<30,1900-01-01 02:52:55,2023,172.91666666666666
266,69,"Ali, Fahad (BRN)",1287,–,35-39,1900-01-01 02:52:56,2023,172.93333333333334
267,79,"Alahyane, Brahim (GER)",1360,TSV 1860 Ansbach,30-34,1900-01-01 02:53:03,2023,173.05
268,18,"Prof. Key, Jon (GBR)",15604,Herne Hill Harriers,45-49,1900-01-01 02:53:06,2023,173.1
269,80,"Malkenes, Sigmund (NOR)",1518,–,30-34,1900-01-01 02:53:09,2023,173.15
270,47,"Hahne, Julius (GER)",15609,Triabolos,<30,1900-01-01 02:53:16,2023,173.26666666666668
271,48,"Mohammad Abdulahi, Farhan (SOM)",4366,Spiridon-Club Bad Oldesloe,<30,1900-01-01 02:53:21,2023,173.35
272,45,"Dr. Muñoz Nieto, Saul (ESP)",1141,BREAKING 3,40-44,1900-01-01 02:53:22,2023,173.36666666666667
273,49,"Salto, Marvin (GER)",1552,MTV Dänischenhagen,<30,1900-01-01 02:53:28,2023,173.46666666666667
274,81,"Dr. Lo, Johnny (FRA)",1292,Let's Run Paris,30-34,1900-01-01 02:53:29,2023,173.48333333333332
275,1,"Rosendal, Peter (DEN)",1407,Degnemoseloeberen,60-64,1900-01-01 02:53:35,2023,173.58333333333334
276,70,"Jørgensen, Klaus (DEN)",1345,–,35-39,1900-01-01 02:53:40,2023,173.66666666666666
277,71,"Dr. Kuhlenschmidt, Bernd (GER)",1099,–,35-39,1900-01-01 02:53:44,2023,173.73333333333332
278,2,"Rapp, Martin (GER)",15322,LAV Stadtwerke Tübingen,60-64,1900-01-01 02:53:52,2023,173.86666666666667
279,46,"Dr. Heiler, Patrick (GER)",1337,Triabolos Triathlon Hamburg e.V.,40-44,1900-01-01 02:54:03,2023,174.05
280,19,"Falk, Peter (DEN)",3009,–,45-49,1900-01-01 02:54:03,2023,174.05
281,72,"Brunner, Sven (GER)",15346,–,35-39,1900-01-01 02:54:06,2023,174.1
282,20,"Aßmus, Enrico (GER)",3193,Top Team Thüringen,45-49,1900-01-01 02:54:09,2023,174.15
283,9,"Melin, Kent (SWE)",1258,IF Linnéa,50-54,1900-01-01 02:54:12,2023,174.2
284,10,"Danielsen, Jan Dickow (DEN)",15314,–,50-54,1900-01-01 02:54:22,2023,174.36666666666667
285,11,"Jakobsen, Johnny Kjær (DEN)",2203,AMOK Aalborg,50-54,1900-01-01 02:54:23,2023,174.38333333333333
286,50,"Höstlund, Oskar (SWE)",1102,Humboldthain Harriers,<30,1900-01-01 02:54:23,2023,174.38333333333333
287,82,"Müller, Joshua (NOR)",15337,TV Miltenberg/ Drahtesel-lützelbach.de,30-34,1900-01-01 02:54:30,2023,174.5
288,51,"Bult, Pieter (NED)",1417,Hamburg Running,<30,1900-01-01 02:54:32,2023,174.53333333333333
289,12,"Hacke, Winfried (GER)",1543,SV Union Lohne,50-54,1900-01-01 02:54:32,2023,174.53333333333333
290,73,"Boodeea, Cliff (GER)",15320,Triathlon Club Nord e.V.,35-39,1900-01-01 02:54:36,2023,174.6
291,74,"Matzick, Jens (GER)",2303,–,35-39,1900-01-01 02:54:37,2023,174.61666666666667
292,47,"Haertel, Christian (GER)",15325,–,40-44,1900-01-01 02:54:40,2023,174.66666666666666
293,48,"Wojciechowski, Jaroslaw (POL)",1120,JAREK,40-44,1900-01-01 02:54:44,2023,174.73333333333332
294,75,"Lücker, Max (GER)",1262,–,35-39,1900-01-01 02:54:44,2023,174.73333333333332
295,3,"Dr. Roothooft, Kris (BEL)",1433,–,55-59,1900-01-01 02:54:45,2023,174.75
296,21,"Witwicki, Pawel (POL)",2052,Karkonosz Running Team,45-49,1900-01-01 02:54:49,2023,174.81666666666666
297,22,"Moyé, Sven (GER)",1204,LSF Münster,45-49,1900-01-01 02:54:49,2023,174.81666666666666
298,52,"Schröder, Christoph (GER)",1461,LG Göttingen,<30,1900-01-01 02:54:53,2023,174.88333333333333
299,83,"Liljeroos, Adam (SWE)",1316,IFK Lidingö,30-34,1900-01-01 02:54:59,2023,174.98333333333332
300,23,"Weckwerth, Stefan (GER)",1437,Airbus SG,45-49,1900-01-01 02:55:01,2023,175.01666666666668
301,84,"Dotter, Sebastian (GER)",1282,Team leistungsdiagnostik.de,30-34,1900-01-01 02:55:07,2023,175.11666666666667
302,49,"Tapkenhinrichs, Jens (GER)",1167,Berliner SV 1892,40-44,1900-01-01 02:55:10,2023,175.16666666666666
303,76,"Frey, Christoph (GER)",1529,–,35-39,1900-01-01 02:55:10,2023,175.16666666666666
304,77,"Minet, Johannes (GER)",2021,DZ BANK Runners,35-39,1900-01-01 02:55:11,2023,175.18333333333334
305,50,"Synofzik, Matthis (GER)",1460,LAV Stadtwerke Tübingen,40-44,1900-01-01 02:55:13,2023,175.21666666666667
306,53,"Nilsen, Martin (NOR)",1152,Runstøren Løpeklubb,<30,1900-01-01 02:55:14,2023,175.23333333333332
307,13,"Andersson, Rickard (SWE)",1180,IF Linnéa,50-54,1900-01-01 02:55:14,2023,175.23333333333332
308,85,"Stange, Simon (GER)",1424,ERDINGER Active TEAM,30-34,1900-01-01 02:55:15,2023,175.25
309,78,"Herterich, Richard (GER)",2111,–,35-39,1900-01-01 02:55:17,2023,175.28333333333333
310,51,"Stegen, Gregor (GER)",1347,–,40-44,1900-01-01 02:55:18,2023,175.3
311,79,"Hay, Martin (GBR)",1244,–,35-39,1900-01-01 02:55:18,2023,175.3
312,86,"Jacquelin, Adrien (LUX)",2286,X3M Snooze,30-34,1900-01-01 02:55:25,2023,175.41666666666666
313,52,"Rostalski, Benjamin (GER)",2347,–,40-44,1900-01-01 02:55:26,2023,175.43333333333334
314,24,"Dr. Johansson, Klas (SWE)",1422,IS Göta,45-49,1900-01-01 02:55:27,2023,175.45
315,87,"Victor Hansen, Jacob (DEN)",1215,Sparta,30-34,1900-01-01 02:55:31,2023,175.51666666666668
316,53,"Thomschke, Jan (GER)",1575,Delligser SC,40-44,1900-01-01 02:55:39,2023,175.65
317,4,"Langørgen, Øyvind (NOR)",1408,Nesodden IF,55-59,1900-01-01 02:55:41,2023,175.68333333333334
318,54,"Lei, Justo (AUS)",1363,–,40-44,1900-01-01 02:55:41,2023,175.68333333333334
319,25,"Dr. Ruiz Rojo, Raul (ESP)",1303,BREAKING 3,45-49,1900-01-01 02:55:42,2023,175.7
320,26,"Iancovici, Sava (SWE)",1419,Solvikingarna,45-49,1900-01-01 02:55:42,2023,175.7
321,80,"Dabrowski, Marcin (POL)",2047,Giza Team,35-39,1900-01-01 02:55:45,2023,175.75
322,55,"Prof. Dr. Larvia, Martin (SWE)",1153,Solna,40-44,1900-01-01 02:55:47,2023,175.78333333333333
323,81,"Celkis, Robertas (LTU)",1290,–,35-39,1900-01-01 02:55:53,2023,175.88333333333333
324,88,"Malsch, Simon (GER)",1263,–,30-34,1900-01-01 02:55:57,2023,175.95
325,82,"Girbig, Tobias (GER)",1177,TV Memmingen,35-39,1900-01-01 02:55:58,2023,175.96666666666667
326,89,"Serrano Fuentes, Nestor (ESP)",3133,Lordshill Road Runners,30-34,1900-01-01 02:55:59,2023,175.98333333333332
327,27,"Cordes, Björn (GER)",2165,Oldenburg,45-49,1900-01-01 02:56:07,2023,176.11666666666667
328,83,"Dr. Stange, Martin (GER)",2097,TSV Mechtersen/Vögelsen,35-39,1900-01-01 02:56:10,2023,176.16666666666666
329,90,"Seed, Craig (GBR)",1528,–,30-34,1900-01-01 02:56:17,2023,176.28333333333333
330,56,"Kürzl, Sebastian (GER)",1530,–,40-44,1900-01-01 02:56:18,2023,176.3
331,57,"Beuermann, Florian (GER)",1202,LG Wettenberg,40-44,1900-01-01 02:56:19,2023,176.31666666666666
332,84,"Thiel, Daniel (GER)",1406,–,35-39,1900-01-01 02:56:20,2023,176.33333333333334
333,28,"Danielsen, Lars (DEN)",1485,Tim Løbeklub,45-49,1900-01-01 02:56:20,2023,176.33333333333334
334,54,"Kroiß, Markus (GER)",2394,–,<30,1900-01-01 02:56:24,2023,176.4
335,85,"Gooch, Dominic (GBR)",15313,Victoria Park Harriers & Tower Hamlets Athletics C,35-39,1900-01-01 02:56:26,2023,176.43333333333334
336,29,"Pfaff, Jens (GER)",2272,Team Laufrausch Oldenburg,45-49,1900-01-01 02:56:29,2023,176.48333333333332
337,58,"De Ruijter Van Steveninck, Merijn (NED)",1196,Hellas Triathlon,40-44,1900-01-01 02:56:33,2023,176.55
338,86,"Czarnota, Piotr (POL)",2077,Running 4 Europe,35-39,1900-01-01 02:56:33,2023,176.55
339,59,"Koudougou, Halidou (GER)",2250,Philips LG BSV HH,40-44,1900-01-01 02:56:35,2023,176.58333333333334
340,60,"Berger, Thomas (AUT)",2248,P3 TrisportsTeam,40-44,1900-01-01 02:56:36,2023,176.6
341,87,"Dufour, Sebastien (FRA)",1405,–,35-39,1900-01-01 02:56:36,2023,176.6
342,3,"Wachsmuth, Andreas (GER)",2018,SCC Berlin,60-64,1900-01-01 02:56:38,2023,176.63333333333333
343,88,"Jagiellicz, Marcin (POL)",2042,Dariusz Kruczkowski Team,35-39,1900-01-01 02:56:39,2023,176.65
344,55,"Povlsen, Rasmus (DEN)",1236,–,<30,1900-01-01 02:56:39,2023,176.65
345,56,"Betting, Janek (GER)",1566,Sportfreunde 97/30 Lowick,<30,1900-01-01 02:56:41,2023,176.68333333333334
346,89,"Hissmann, Benjamin (GER)",2138,–,35-39,1900-01-01 02:56:42,2023,176.7
347,90,"Gerken, Timo (GER)",3117,KRAFT Runners,35-39,1900-01-01 02:56:43,2023,176.71666666666667
348,30,"Nonbo, Michael (DEN)",2221,Engesvang runners,45-49,1900-01-01 02:56:46,2023,176.76666666666668
349,31,"Dr. Cwalina, Krzysztof (POL)",1257,Fehlau Run Team,45-49,1900-01-01 02:56:46,2023,176.76666666666668
350,14,"Colomer, Jean-François (FRA)",1572,Arch,50-54,1900-01-01 02:56:49,2023,176.81666666666666
351,91,"Schmidt, Birger (GER)",2069,Polizei Hamburg,35-39,1900-01-01 02:56:52,2023,176.86666666666667
352,5,"Düwel, Matthias (GER)",2037,BSG Jungheinrich Hamburg,55-59,1900-01-01 02:56:54,2023,176.9
353,32,"Reimann, Mirko (GER)",2029,Active Team Erdinger,45-49,1900-01-01 02:56:56,2023,176.93333333333334
354,57,"Konheiser, Lars (GER)",1308,FC St. Pauli Radsport,<30,1900-01-01 02:56:58,2023,176.96666666666667
355,58,"Matthes, David (GER)",2302,–,<30,1900-01-01 02:56:59,2023,176.98333333333332
356,92,"Tkhapa, Sanharsh (UKR)",1456,KIT,35-39,1900-01-01 02:57:00,2023,177.0
357,61,"Bunge, Nils (GER)",1367,Turnerbund Hamburg Eilbeck,40-44,1900-01-01 02:57:07,2023,177.11666666666667
358,33,"Einmüller, Peter (GER)",1427,–,45-49,1900-01-01 02:57:10,2023,177.16666666666666
359,91,"Kvam, Kristoffer (NOR)",1440,Arntzen de Besche,30-34,1900-01-01 02:57:12,2023,177.2
360,15,"Sefler, Marco (GER)",1288,–,50-54,1900-01-01 02:57:13,2023,177.21666666666667
361,34,"Heijmans, Walter (NED)",1326,Run2Forty2,45-49,1900-01-01 02:57:13,2023,177.21666666666667
362,16,"Duncker, Tobi (GER)",2393,–,50-54,1900-01-01 02:57:15,2023,177.25
363,93,"Dr. Rodriguez Fernandez, Angel (ESP)",2477,Adidas Runners Hamburg,35-39,1900-01-01 02:57:15,2023,177.25
364,94,"Ruhr, Gabor (GER)",2581,–,35-39,1900-01-01 02:57:20,2023,177.33333333333334
365,6,"Hooß, Jörg (GER)",2061,LTF Marpingen,55-59,1900-01-01 02:57:21,2023,177.35
366,59,"Albers, Christoph (GER)",5432,–,<30,1900-01-01 02:57:22,2023,177.36666666666667
367,35,"Stanek, Fabian (POL)",1494,Urszula i Spólka,45-49,1900-01-01 02:57:22,2023,177.36666666666667
368,62,"Adeler, Erik (NOR)",1412,–,40-44,1900-01-01 02:57:23,2023,177.38333333333333
369,17,"El Kadaoui, Samir (FRA)",1050,ATHLETIC CLUBS ANTHONY,50-54,1900-01-01 02:57:23,2023,177.38333333333333
370,36,"Don, Jeroen (NED)",1327,Run2Forty2,45-49,1900-01-01 02:57:27,2023,177.45
371,92,"Brack, Clemens (GER)",1462,LG Stadtwerke München,30-34,1900-01-01 02:57:27,2023,177.45
372,93,"Dey, Jerome (GER)",2114,–,30-34,1900-01-01 02:57:27,2023,177.45
373,95,"Schwarz, Caspar (GER)",15340,–,35-39,1900-01-01 02:57:29,2023,177.48333333333332
374,37,"Marklund, Lars (SWE)",1550,Kalmar RC Triathlon,45-49,1900-01-01 02:57:29,2023,177.48333333333332
375,60,"Seitler, Niklas (GER)",1319,Kaifu Tri Team,<30,1900-01-01 02:57:33,2023,177.55
376,96,"Mattuschka, Marco (GER)",2072,Rig Freiburg,35-39,1900-01-01 02:57:34,2023,177.56666666666666
377,97,"Keil, Alexander (GER)",2187,–,35-39,1900-01-01 02:57:34,2023,177.56666666666666
378,98,"Weimann, Johannes (GER)",2463,–,35-39,1900-01-01 02:57:34,2023,177.56666666666666
379,99,"Lehnert, Benny (GER)",2276,TSV Sankt Wolfgang,35-39,1900-01-01 02:57:37,2023,177.61666666666667
380,18,"Barceló, Jaume (ESP)",1443,BIKILO RUNNING,50-54,1900-01-01 02:57:38,2023,177.63333333333333
381,38,"Knievel, Jan (GER)",2075,RSC Lüneburg Triathlon,45-49,1900-01-01 02:57:41,2023,177.68333333333334
382,19,"Wallfors, Peter (SWE)",2231,Kalmar RC,50-54,1900-01-01 02:57:42,2023,177.7
383,61,"Burdorf, Torben (GER)",2215,Die Barbusigen,<30,1900-01-01 02:57:45,2023,177.75
384,94,"Lütkeniehoff, Björn (GER)",4100,SV Wietmarschen,30-34,1900-01-01 02:57:46,2023,177.76666666666668
385,95,"Teagle, Clem (GBR)",2602,–,30-34,1900-01-01 02:57:47,2023,177.78333333333333
386,96,"Bredow, Thorben (GER)",2156,Handtuch-Genc,30-34,1900-01-01 02:57:50,2023,177.83333333333334
387,62,"Lutter, Tobias (GER)",3076,Bergedorf Warriors,<30,1900-01-01 02:57:51,2023,177.85
388,63,"Salzer, Christoph (GER)",2105,–,<30,1900-01-01 02:57:52,2023,177.86666666666667
389,100,"Laursen, Pau (DEN)",1496,Vexa HLM Running,35-39,1900-01-01 02:57:52,2023,177.86666666666667
390,39,"Loughlin, Steven (IRL)",1589,Newbridge AC,45-49,1900-01-01 02:57:55,2023,177.91666666666666
391,20,"Hünnefeld, Heiko (GER)",1426,Triabolos Hamburg,50-54,1900-01-01 02:57:57,2023,177.95
392,97,"Werner, André (GER)",2038,BSG running green,30-34,1900-01-01 02:57:59,2023,177.98333333333332
393,64,"Born, Jan Erik (GER)",3292,–,<30,1900-01-01 02:58:01,2023,178.01666666666668
394,98,"De Groot, Jeffrey (NED)",1280,Run2Forty2,30-34,1900-01-01 02:58:02,2023,178.03333333333333
395,101,"Seehawer, Michael (GER)",2086,SV Dorf -Güll,35-39,1900-01-01 02:58:04,2023,178.06666666666666
396,99,"Smits, Ivo (NED)",2361,–,30-34,1900-01-01 02:58:09,2023,178.15
397,65,"Kuper, Lars (GER)",2385,Kraft Runners,<30,1900-01-01 02:58:09,2023,178.15
398,21,"Dr. Ziehe, Holger (GER)",1541,Sport-Club Itzehoe,50-54,1900-01-01 02:58:10,2023,178.16666666666666
399,66,"Dr. Wickstead, Robert (GBR)",2285,Wicksteady,<30,1900-01-01 02:58:11,2023,178.18333333333334
400,22,"Röpke, Lars Roger (GER)",1212,"Silvi, Sophie & Phili",50-54,1900-01-01 02:58:12,2023,178.2
401,100,"Wielosik, Michal (POL)",2074,Ronal Polska Run,30-34,1900-01-01 02:58:12,2023,178.2
402,102,"Haga, Tarjei (NOR)",1481,Stord IL,35-39,1900-01-01 02:58:14,2023,178.23333333333332
403,103,"Gerstäcker, Clemens (GER)",2373,–,35-39,1900-01-01 02:58:16,2023,178.26666666666668
404,104,"Reid, Jason (IRL)",1416,D15 RC,35-39,1900-01-01 02:58:19,2023,178.31666666666666
405,23,"Geurink, Dirk (GER)",3072,Äsikx Backrunner Hamburg,50-54,1900-01-01 02:58:19,2023,178.31666666666666
406,40,"Stein, Christian (GER)",2586,–,45-49,1900-01-01 02:58:20,2023,178.33333333333334
407,105,"Dr. Theloesen, Yannick (NED)",3357,–,35-39,1900-01-01 02:58:21,2023,178.35
408,101,"Hammler, René (AUT)",2140,SV GO! Saar 05,30-34,1900-01-01 02:58:24,2023,178.4
409,102,"Falkenhain, Alexander (GER)",1452,Hamburg Running,30-34,1900-01-01 02:58:24,2023,178.4
410,103,"Klüppel, Fabian (GER)",3099,Flamingo-Crew,30-34,1900-01-01 02:58:28,2023,178.46666666666667
411,104,"Brack, Martin (GER)",2178,TSV Betzigau,30-34,1900-01-01 02:58:28,2023,178.46666666666667
412,105,"Hüttner, Stephan (GER)",1601,TSV Massing,30-34,1900-01-01 02:58:29,2023,178.48333333333332
413,106,"Hubbert, Sascha (GER)",15619,ASICS Frontrunner,30-34,1900-01-01 02:58:30,2023,178.5
414,67,"Giraud, Ewan (FRA)",2139,–,<30,1900-01-01 02:58:30,2023,178.5
415,63,"Schulnies, Frank (GER)",2433,–,40-44,1900-01-01 02:58:31,2023,178.51666666666668
416,68,"Müller, Marius (GER)",2109,–,<30,1900-01-01 02:58:32,2023,178.53333333333333
417,69,"Cuddeford, Callum (GBR)",1532,–,<30,1900-01-01 02:58:34,2023,178.56666666666666
418,107,"Edwardson, Chris (GBR)",2243,Macclesfield Harriers,30-34,1900-01-01 02:58:40,2023,178.66666666666666
419,106,"Rochell, Andre (GER)",1468,Polizei Niedersachsen,35-39,1900-01-01 02:58:43,2023,178.71666666666667
420,70,"Mahler, Paul (GER)",3148,Oberfeuer Triathlon Drochtersen,<30,1900-01-01 02:58:44,2023,178.73333333333332
421,108,"Scarpello, Alessandro (GER)",1256,Cube Real Estate,30-34,1900-01-01 02:58:44,2023,178.73333333333332
422,107,"Dr. Le Ray, Guillaume (FRA)",2213,Centrica energy trading/ Sparta,35-39,1900-01-01 02:58:44,2023,178.73333333333332
423,109,"Götzfried, Philipp (GER)",2516,MKF Running,30-34,1900-01-01 02:58:44,2023,178.73333333333332
424,64,"Krauel, Ralf (GER)",3236,–,40-44,1900-01-01 02:58:45,2023,178.75
425,24,"Meyer, Sönke (GER)",1376,HSV Leichtathletik,50-54,1900-01-01 02:58:47,2023,178.78333333333333
426,65,"Aagaard, Mads (DEN)",2185,–,40-44,1900-01-01 02:58:47,2023,178.78333333333333
427,71,"Studemund, Hauke (GER)",1472,Ruderclub Süderelbe,<30,1900-01-01 02:58:48,2023,178.8
428,7,"Greulich, Dieter (GER)",1556,TSG Söflingen,55-59,1900-01-01 02:58:49,2023,178.81666666666666
429,110,"Poston, Tim (GBR)",2084,Springfield striders,30-34,1900-01-01 02:58:50,2023,178.83333333333334
430,72,"Fjose, Ole (NOR)",2128,–,<30,1900-01-01 02:58:50,2023,178.83333333333334
431,111,"Dr. Bialik, Marcin (POL)",1584,Leichtathletik Club Zürich,30-34,1900-01-01 02:58:51,2023,178.85
432,108,"Jäggi, Michael Patrick (SUI)",1588,LSG Olten,35-39,1900-01-01 02:58:52,2023,178.86666666666667
433,73,"Schrenk, Sebastian (GER)",15323,Lauftreff Butzbach,<30,1900-01-01 02:58:53,2023,178.88333333333333
434,112,"Ehrl, Maximilian (GER)",2115,–,30-34,1900-01-01 02:58:53,2023,178.88333333333333
435,109,"Leitner, Florian (GER)",1332,Team HeiLeit,35-39,1900-01-01 02:58:53,2023,178.88333333333333
436,8,"Peters, Axel (GER)",2284,Walddörfer SV,55-59,1900-01-01 02:58:54,2023,178.9
437,113,"Lange, Fabian (GER)",2314,–,30-34,1900-01-01 02:58:55,2023,178.91666666666666
438,110,"Gonzalez Ortiz, Daniel (FRA)",2142,Athletic Club Montpellier,35-39,1900-01-01 02:58:55,2023,178.91666666666666
439,25,"Finnseth, Nils Stian (NOR)",2536,Team Finnseth,50-54,1900-01-01 02:58:55,2023,178.91666666666666
440,74,"Bautz, Niclas (GER)",2340,–,<30,1900-01-01 02:58:57,2023,178.95
441,9,"Prieske, Klaus (GER)",1216,Spiridon-Club Bad Oldesloe,55-59,1900-01-01 02:58:59,2023,178.98333333333332
442,111,"Funken, Tim (GER)",2278,TV Refrath,35-39,1900-01-01 02:59:00,2023,179.0
443,41,"Dr. Platte, Boris (GER)",1200,LET´S RUN Bremen,45-49,1900-01-01 02:59:01,2023,179.01666666666668
444,112,"Kolodzik, David (GER)",1565,–,35-39,1900-01-01 02:59:02,2023,179.03333333333333
445,66,"Bowell, James (GBR)",1484,The Stragglers,40-44,1900-01-01 02:59:02,2023,179.03333333333333
446,67,"Fackler, Markus (GER)",3002,–,40-44,1900-01-01 02:59:02,2023,179.03333333333333
447,26,"Tilgner, Mike (GER)",1483,SV Stahl Hennigsdorf,50-54,1900-01-01 02:59:03,2023,179.05
448,114,"Gerlof, Johannes (GER)",15613,Rennsteiglaufverein / Dynafit,30-34,1900-01-01 02:59:05,2023,179.08333333333334
449,68,"Miehe, Christian (GER)",2095,Triathlon Salzgitter / Team Erdinger Alkoholfrei,40-44,1900-01-01 02:59:06,2023,179.1
450,75,"Koch, Nikolaus (GER)",2162,Lauftreff Mittelwiehre Freiburg,<30,1900-01-01 02:59:06,2023,179.1
451,115,"Dünkel, Michael (GER)",2206,ASICS FrontRunner Germany,30-34,1900-01-01 02:59:08,2023,179.13333333333333
452,69,"Wünscher, René (GER)",2154,FTO-Power Team,40-44,1900-01-01 02:59:08,2023,179.13333333333333
453,113,"Balcaen, Tom (BEL)",1559,–,35-39,1900-01-01 02:59:09,2023,179.15
454,76,"Geiger, Markus (GER)",2273,Tempoläufer 3 Std.,<30,1900-01-01 02:59:09,2023,179.15
455,114,"Steffens, Markus (GER)",1582,Gruppetto Ganser,35-39,1900-01-01 02:59:10,2023,179.16666666666666
456,77,"Baumgarten, Ole (GER)",2006,–,<30,1900-01-01 02:59:10,2023,179.16666666666666
457,115,"Ziems, Sebastian (GER)",2386,TrainYourTown,35-39,1900-01-01 02:59:12,2023,179.2
458,42,"Oleksandr, Vasyliev (UKR)",1320,KIT,45-49,1900-01-01 02:59:12,2023,179.2
459,116,"Srocke, Ole (GER)",2219,Drescher Running Outdoor Freiburg,30-34,1900-01-01 02:59:12,2023,179.2
460,116,"Siegert, Robin (GER)",2471,Run Squad CGN,35-39,1900-01-01 02:59:13,2023,179.21666666666667
461,117,"Burauen, Florian (GER)",2451,Run Squad CGN,30-34,1900-01-01 02:59:14,2023,179.23333333333332
462,117,"Grove, Michael (DEN)",2180,VEXA HLM Running,35-39,1900-01-01 02:59:15,2023,179.25
463,43,"Pedersen, Mikkel Lind (DEN)",2322,–,45-49,1900-01-01 02:59:17,2023,179.28333333333333
464,118,"Hawener, Valentin (GER)",2244,Miles 26,30-34,1900-01-01 02:59:17,2023,179.28333333333333
465,70,"Thiessen, Mathias (GER)",1314,HNT Hamburg,40-44,1900-01-01 02:59:17,2023,179.28333333333333
466,44,"Dücking, Stefan (GER)",2008,–,45-49,1900-01-01 02:59:18,2023,179.3
467,45,"Keil, Michael (GER)",1162,ALG Vfl Bokel,45-49,1900-01-01 02:59:19,2023,179.31666666666666
468,10,"Wiman, Håkan (SWE)",2051,IF Linnéa,55-59,1900-01-01 02:59:20,2023,179.33333333333334
469,119,"Kormann, Tim (GER)",2518,MKF Running,30-34,1900-01-01 02:59:21,2023,179.35
470,118,"Dr. Kjellberg, Thomas (NOR)",2334,–,35-39,1900-01-01 02:59:21,2023,179.35
471,120,"Behrens, Steffen (GER)",15332,–,30-34,1900-01-01 02:59:21,2023,179.35
472,11,"Mordhorst, Martin (GER)",2208,Ausdauernetzwerk,55-59,1900-01-01 02:59:24,2023,179.4
473,46,"Lehberger, Christian (GER)",2371,–,45-49,1900-01-01 02:59:24,2023,179.4
474,78,"Höbler, Felix (GER)",6542,I won!,<30,1900-01-01 02:59:24,2023,179.4
475,27,"Dreeßen, Jochen (GER)",2198,–,50-54,1900-01-01 02:59:25,2023,179.41666666666666
476,71,"Mamerow, Jenja (GER)",2204,AMTV Hamburg,40-44,1900-01-01 02:59:28,2023,179.46666666666667
